source_text,target_text,id,modern_source_text
tomou o pão em suas mãos,miapé rari o pópe,6144,tomou o pão em suas mãos
entreouvi tuas palavras,asendub-aíb nde nhe'enga,6145,entreouvi suas palavras
eu sou magro,xe angaîbor,6146,eu sou magro
prendi-o a uma pedra,aîmoín itá resé,6147,prendi isso a uma pedra
voltou a vir ao lugar em que tinha deixado seus discípulos?,ouîebype erimba'e o boîá reîasagûerype?,6148,voltou a vir ao lugar em que tinha deixado seus discípulos?
de modo algum os temiminós tiram seus nomes antigos,nainanĩ temiminõ o erumûana mombó,6149,de modo algum os temiminós tiram seus nomes antigos
hei de me esconder bem,aîemĩngatu-pe ká,6150,hei de me esconder bem
eu sou rechonchudão,xe asangusu,6151,eu sou rechonchudão
presumo que ele deve ter ido,"""osó ipó re'a"" a'é",6152,presumo que ele deve ter ido
"mas eu, amando minh'alma, fico quieto em minha terra","xe-te, xe 'anga raûsupa, aby'arĩ xe retãme",6153,"mas eu, amando minha alma, fico quieto em minha terra"
conhece bem as guerras,oîkuá-katu marana,6154,conhece bem as guerras
a ti somente louvando-te muito!,nde nhõ nde moetekatûabo!,6155,a você somente louvando-te muito!
o que reflete sobre sua morte,se'õagûera resé onheangerekoba'e,6156,o que reflete sobre sua morte
a terceira dele é a satisfação dos cônjuges,i momosapysaba mendara moîekosupaba,6157,a terceira dele é a satisfação dos cônjuges
que perdoe deus a nós,t'i nhyrõ tupã orébo,6158,que Deus nos perdoe
fininho,po'i'i,6159,fininho
estou pela metade,xe ragûé rupi aín,6160,estou pela metade
arrependendo-te fracamente de teus atos passados,nde rekopûera moasy-bebuîa,6161,arrependendo-se fracamente de seus atos passados
eu sou raro,xe kûaî,6162,eu sou raro
atraio a pedro,aîmomotar pedro,6163,atraio Pedro
ira que te impregna,nhemoŷrõ nde momungasara,6164,ira que te impregna
o que te põe nu,ikatupe nde moĩndara,6165,o que te deixa nu
coze algum cauim,emoîyb kaûĩ amõ,6166,coze algum cauim
"faval, plantação de favas",komandagûasu-tyba,6167,"faval, plantação de favas"
por que não queres chorar nem mesmo um pouquinho?,marãpe nd'ereîase'o-mirĩngatutenhẽ-motari?,6168,por que você não quer chorar nem mesmo um pouquinho?
"instrumento de aquentar o fogo, abano, abanador",tatá pegûaba,6169,"instrumento de aquentar o fogo, abano, abanador"
há de prantear a gente o desaparecimento de seu pai e de sua mãe,osapirõ-n'asé og uba o sy kanhemagûera,6170,há de prantear a gente o desaparecimento de seu pai e de sua mãe
"indo, eu me escafedo",xe rebinhỹ gûixóbo,6171,"indo, eu me escafedo"
trouxeste algumas facas de ferro?,ererupe itá kysé amõ?,6172,você trouxe algumas facas de ferro?
oxalá deus mandasse os cadáveres de toda parte falarem,omonhe'eng-uká temõ tupã te'õmbûera kóbo,6173,oxalá Deus mandasse os cadáveres de toda parte falarem
que está deitado aqui?,mba'epe ké tuî?,6174,quem está deitado aqui?
para as coisas que costuma sofrer não tendo paciência,mba'e o emimborará-tyba supé og osange'ymamo,6175,para as coisas que costuma sofrer não tendo paciência
ele está um pouco melhor,i katu be'ĩ,6176,ele está um pouco melhor
vim de minha casa,aîur xe roka suí,6177,vim de minha casa
"quando ele mama, ela fica alegre","i kambuneme, sory",6178,"quando ele mama, ela fica alegre"
que fazem conosco os que nos batizam?,marãpe asé rerokara asé rerekóû?,6179,o que fazem conosco os que nos batizam?
"não dou ouvidos, não me importo",na xe apysáî,6180,"não dou ouvidos, não me importo"
fico-o chacoteando,aîkurá-kurab,6181,fico te chacoteando
trazendo um pouco de linha,inimbó'i amõ reru,6182,trazendo um pouco de linha
que estejamos perto de ti,t'oroîkó nde ypype nhẽ,6183,que estejamos perto de você
comichão da pele,mbiremonã,6184,comichão na pele
nossa comida de cada dia dá hoje para nós,oré remi'u 'ara îabi'õndûara eîme'eng kori orébe,6185,nossa comida de cada dia dá hoje para nós
acompanhante de caminhada,atá-irũ,6186,acompanhante de caminhada
coisa muito boa é uma grande bebedeira,mba'e-eté ka'ugûasu,6187,coisa muito boa é uma grande bebedeira
"depois disso, vamos quebrar as cabeças dos reis",a'e ré kori îasó tubixaba akanga kábo,6188,"depois disso, vamos quebrar as cabeças dos reis"
"qual é a causa de nossa alegria, então?",mba'epe asé moesãîndaba a'ereme?,6189,"qual é a causa de nossa alegria, então?"
o que socorre gente,morepenhandara,6190,o que socorre as pessoas
"ladroeiras, palavras más sobejavam-te, danças, diversões, vômitos, bebedeiras, guerras","mondarõ, nhe'engaíba nde resemõ, moraseîa, nhemoryba, gûe'ena, ka'uaíba, marana",6191,"ladroeiras, palavras más sobravam para você, danças, diversões, vômitos, bebedeiras, guerras"
o que tem relações sexuais com o que não é seu cônjuge,o mendasabe'yma resé oîkoba'e,6192,o que tem relações sexuais com quem não é seu cônjuge
"enchendo o mar, levantando-o bem acima do cume das montanhas","paranã momungábo, ybytyra apyra sosé katu i mopu'ama",6193,"enchendo o mar, levantando-o bem acima do cume das montanhas"
estou-me recolhendo,anhenong gûitupa,6194,estou me recolhendo
não honram seu criador,n'omoetéî o monhangara,6195,não honram seu criador
ofendeste teu pai?,ereînhe'engybõpe nde ruba?,6196,ofendeste seu pai?
minha alma fez feder a vida pecaminosa,xe 'anga omonem tekoangaîpaba,6197,minha alma fez feder a vida pecaminosa
teriam ido para longe?,osó meémo mamõ?,6198,teriam ido para longe?
"no vértice, no ápice",apyteri,6199,"no vértice, no ápice"
à direita de jesus somente tu estás,îesu 'ekatûápe nde nhõ ereimbé,6200,à direita de Jesus somente você está
tu falaste mal de alguém?,nde îuru'arype abá amõ resé?,6201,você falou mal de alguém?
a maldade de suas palavras,o nhe'enga poxŷagûera,6202,a maldade de suas palavras
eu sou inchado,xe susu'a,6203,eu estou inchado
sardas do rosto,tobá pinima,6204,sardas no rosto
alegrando-se com a morte de alguém,abá re'õagûera resé og orybamo,6205,alegrando-se com a morte de alguém
o que manda um falso pajé sugar outra pessoa,paîé-a'uba supé amõ abá oîxuban-ukaryba'e,6206,o que manda um falso pajé sugar outra pessoa
"eis que aqui estou, o que vos enxota",aîkobé pe mondoarama,6207,"eis que aqui estou, o que os expulsa"
minha casa está escura,i pytun xe roka,6208,minha casa está escura
cabeça de peixe,pirá akangûera,6209,cabeça de peixe
"após vir sarauaia, destruiremos a aldeia, como de costume","saraûaîa rur'iré, îamombá taba îandune",6210,"após vir sarauaia, destruiremos a aldeia, como de costume"
não há nada errado,n'i tybi mba'e-memûã,6211,não há nada errado
que transformou outrora em mundo?,mba'epe erimba'e oîmonhang 'aramo?,6212,que transformou outrora em mundo?
para ser a futura mãe de deus ela foi feita,tupã syrama ri i monhangymbyra…,6213,"para ser a futura mãe de Deus, ela foi feita"
fizeste resguardo por causa do parto de tua mulher?,ereîekuakupe nde remirekó membyrara resé?,6214,você fez resguardo por causa do parto de sua mulher?
água salgada,y-e'ẽ,6215,água salgada
é coisa que falta,mba'e angaba'eamẽ,6216,é coisa que falta
qual era mesmo o nome dele?,marã-takó ahẽ rera?,6217,qual era mesmo o nome dele?
bem com os meus olhos vi que tu as escondeste,xe resá pupé-katu asepîak nde i mimagûera,6218,bem com os meus olhos vi que você as escondeste
como peregrinos é que a gente mora nesta terra,ataramo é asé rekóû ikó yby pupé,6219,como peregrinos é que a gente mora nesta terra
aceitaste suas palavras ao dar ordens a ti para alguma coisa boa?,ereîmorype i nhe'enga mba'e-katu resé nde pûaîme?,6220,você aceitou suas palavras ao dar ordens a você para alguma coisa boa?
o que come terra ou outra coisa,yby koîpó mba'e amõ gûara,6221,o que come terra ou outra coisa
"quando era ele rei, foi maltratado",morubixabamo sekóreme serekomemûãmbyramo sekóû,6222,"quando ele era rei, foi maltratado"
ajuntamento de pedras,itá re'yîa,6223,ajuntamento de pedras
sorvi o caldo,aîty-kukur,6224,sorvi o caldo
ainda bem que o faz correr consigo!,iîá muru senonhana!,6225,ainda bem que o faz correr consigo!
começando a pronunciá-lo,sa'ang-ypŷabo,6226,começando a pronunciá-lo
não confio em macaxeras,nd'arobîari makaxera,6227,não confio em macaxeras
não estaremos mais aflitos,nd'oroîkotebẽ béî xóne,6228,não estaremos mais aflitos
parede de casa,ó-pyá,6229,parede de casa
"aonde chegaram com nosso senhor, finalmente?",mamõpe gûá îandé îara rerosyki ko'yté?,6230,"aonde chegaram com nosso Senhor, finalmente?"
"de forma inadequada, certamente, está o regente do canto",aroane'ym nakó nhe'engaryba rekóû,6231,"de forma inadequada, certamente, está o regente do canto"
"derrama tuas lágrimas, pranteando a vergonha de tua alma","eîmo'ẽ nde resa'y, nde 'anga i momara'aragûera rapirõmo",6232,"derrama suas lágrimas, pranteando a vergonha de sua alma"
nós estamos juntos,oré apûanã,6233,nós estamos juntos
"pelas costas, na ausência, à traição",kupébo,6234,"pelas costas, na ausência, à traição"
andei sumido,akanhẽ-kanhem,6235,andei sumido
sua lei pôs ordem em nossa antiga vida má,sekó omongaturõ îandé rekó-poxypûera,6236,sua lei pôs ordem em nossa antiga vida má
nós vos matamos,oré opoîuká,6237,nós matamos vocês
contigo quero estar,nde irũnamo aîkó-potá,6238,contigo quero estar
fizeste sexo com uma mulher com alguém observando-o?,ereîkópe kunhã resé abá remiandubamo?,6239,você fez sexo com uma mulher com alguém observando-o?
este outro,ikoba'e-te,6240,este outro
"estão em grande número, são muitos",tyk e'i,6241,"estão em grande número, são muitos"
assei,amixyr,6242,assei
"imaginai, em vossa morte, estardes vós deitados",peîmo'ang pe re'õ pupé pe ruba,6243,"imagine, em sua morte, estarem vocês deitados"
emplumei-o,asamongy,6244,emplumei-o
mandaste tua esposa ir em busca de mulheres?,ereîopûaîpe nde remirekó kunhã resé?,6245,você mandou sua esposa ir em busca de mulheres?
"dali, daquele lugar",ûĩinga suí,6246,daquele lugar
tu deste à luz por tua vontade?,nde membyrápe erimba'e nde remimotarybo?,6247,você deu à luz por sua vontade?
riscaram todo o teu corpo com ferro pontiagudo,opá nde reté raíri itatîãîa pupé,6248,riscaram todo o seu corpo com ferro pontiagudo
fazendo zombaria diante dele,sobaké o memûãnamo,6249,fazendo zombaria diante dele
fi-lo suar,asyaîká,6250,fiz ele suar
quebrei-me,aîeká,6251,quebrei-me
o que é circuncidado,i api'aba'e,6252,o que é circuncidado
eu sou travesso,xe resakûé-kûé,6253,eu sou travesso
consolas teu pai e tua mãe em suas aflições?,ereîmoîekosupe nde ruba nde sy sekotebẽsaba ri?,6254,você consola seu pai e sua mãe em suas aflições?
retribuindo o amor a ti,nde raûsuba poepyka,6255,retribuindo o amor a você
hei de contar os modos de impedi-los,i moarûapaba t'aîmombe'une,6256,hei de contar os modos de impedi-los
"o que paga, o que resgata",osepyme'engyba'e,6257,"o que paga, o que resgata"
vieste do céu,ybaka suí ereîur,6258,você veio do céu
com eles alio-me,sesé nhẽ aîekotyá,6259,com eles me alio
"margem de rio, praia, ourela de mar ou rio",y-embe'yba,6260,"margem de rio, praia, orla de mar ou rio"
"deixai, pois, estes meus discípulos irem com saúde",t'e'i nhẽ ã xe boîá o marane'yma rerasóbo rõ,6261,"deixem, pois, estes meus discípulos irem com saúde"
aguço-a,asapûa'ok,6262,aguço-a
dizem que o homem fez assim antes,emonã îé abá rekóû rãé,6263,dizem que o homem fez assim antes
peneira rala,urupẽ-mokanga,6264,peneira rala
"embora eles tenham igrejas, a todos arruinei",i tupãok îepé aîmomoxy pabenhẽ,6265,"embora eles tenham igrejas, a todos arruinei"
mulher bondosa e estéril,kunhã-marangatu-membyre'yma,6266,mulher bondosa e estéril
contando as maldades escondidas de alguém para quem não as conhece,abá angaîpá-nhemima i kuapare'yma supé mombegûabo,6267,contando as maldades escondidas de alguém para quem não as conhece
"portanto, eu vim a ti","emonãnamo, xe ruri ndébo",6268,"portanto, eu vim a você"
"que a maria alegremos, a lei do diabo repelindo","maria t'îambory, anhanga rekó reîyîa",6269,"que a Maria alegremos, repelindo a lei do diabo"
lavadeira ou lavador de roupas,aopotukasara,6270,lavadora ou lavador de roupas
palavras vãs,nhe'ẽ-tenhẽa,6271,palavras vãs
afasta-te! vai-te daqui já!,eîepe'a! ekûá ké suí ra'a!,6272,afaste-se! vá-se daqui já!
creio que deus perdoa às pessoas,arobîar moroupé tupã nhyrõ,6273,creio que Deus perdoa as pessoas
por que não seriam muito fortes?,marãmo satãngatue'ymamo?,6274,por que não seriam muito fortes?
eu tenho diarréia,xe rebykasy,6275,eu tenho diarreia
não porque não queira,n'i potare'ỹme ruã,6276,não porque não queira
fazendo estar bem minha alma!,xe 'anga moingó-katûabo!,6277,fazendo bem à minha alma!
hei de ir cumprir essas palavras,t'asó aîpó nhe'enga mopó,6278,hei de ir cumprir essas palavras
a mim,ixé supé,6279,a mim
"eva, nossa mãe primeira, atraiu-se muito pelo belo fruto, de acordo com a palavra da serpente","eva, îandé sy-ypy, onhemomotareté 'ybá-poranga resé, mboîa nhe'enga rupi",6280,"Eva, nossa primeira mãe, se atraiu muito pelo belo fruto, de acordo com a palavra da serpente"
e também as esposas de seus filhos,ta'y-taty abé,6281,e também as esposas de seus filhos
paga o objeto de seu furto,oîmoepy o mondasagûera,6282,pague o objeto de seu furto
minhas palavras somente cumprirás,xe nhe'enga nhõ ereîporaká,6283,minhas palavras você somente cumprirá
prendi-os uns ao lado dos outros,o îoyby-ybyri aîmoín,6284,prendi-os uns ao lado dos outros
são muitas as grandes igaçabas,setá nhẽ ygasabusu,6285,são muitas as grandes iguarias
já saíste da grande escuridão,eresem ymã putunusu suí,6286,já saiu da grande escuridão
a vida que não acabará,tekobé opaba'erame'yma,6287,a vida que não acabará
toma-nos a dianteira sempre o diabo,îandé rokesỹ memẽ anhanga,6288,toma-nos a dianteira sempre o diabo
compadeceste-te de tua mãe e de teu pai?,"eresaûsubápe nde sy, nde ruba?",6289,você se compadeceu de sua mãe e de seu pai?
monte de terra,yby-atyra,6290,monte de terra
"eia, depressa desviando-me","ne'ĩ, taûîé, xe reîyîa",6291,"eia, depressa desviando-me"
"eles, na verdade, em três pessoas se distinguem",a'e anhẽ mosapyr pessoaamo i îa'oki,6292,"eles, na verdade, se distinguem em três pessoas"
ameacei-o,aropu'am,6293,ameacei-o
deste atenção a tua confissão?,ereîeapysaká-katupe nde nhemombe'urama resé?,6294,você deu atenção à sua confissão?
deixei esse cadáver seu,aseîá kó se'õmbûera,6295,deixei esse cadáver seu
os restos de nossos pecados,asé angaîpaba rembyrûera,6296,os restos de nossos pecados
que se acautelem futuramente os habitantes da terra para que não creiam nele,t'onhemosako'i irã yby pora t'ogûerobîar umẽ,6297,que os habitantes da terra se acautelem futuramente para que não creiam nele
"o próprio deus, com sua santidade, as almas e os corpos deles fez","tupã aé, o karaíba pupé, i 'anga seté monhangi",6298,"o próprio Deus, com sua santidade, fez as almas e os corpos deles"
por causa de seu próprio pai,og uba resé,6299,por causa de seu próprio pai
com sua própria neta não pode ninguém casar-se,o emiminõ resé nd'e'ikatuî abá omendá,6300,com sua própria neta ninguém pode casar-se
"o cauim transbordante nas igaçabas, depois disso, os atrai","ygasápe kaûĩ-tuîa, a'e ré, îamomotá",6301,"o cauim transbordante nas igaçabas, depois disso, os atrai"
"marca de espada, sinal de ferimento com espada",itangapẽ-mbora,6302,"marca de espada, sinal de ferimento com espada"
buraco do chão,yby kûara,6303,buraco do chão
tomo-o no meu ombro,xe ati'yba ri aîar,6304,tomo-o no meu ombro
"ah, ai de mim, o fogo do diabo sofrerei para sempre!","ixé tekatuete'ĩ ra'u, anhanga ratá aîporará aûîeramanhẽne mã!",6305,"ah, ai de mim, o fogo do diabo sofrerei para sempre!"
"das cuias ficando a quebrar as pontas, afrontaste os homens","kuîa nhẽ i tĩ-ngá-tĩ-ngábo, ereîanga'o abá",6306,"das cuias ficando a quebrar as pontas, afrontaste os homens"
"por isso mesmo os malditos se alegram por causa deles, fazendo disputa por eles","nd'e'i te'e moxy sesé og orybamo, sesé oîomoaîuabo",6307,"por isso mesmo os malditos se alegram por causa deles, fazendo disputa por eles"
fi-lo emergir comigo,arobur,6308,fi-lo emergir comigo
"""ele deve ter ido"", disse eu em suposição","""osó ipó re'a"" a'é angá",6309,"""ele deve ter ido"", disse eu em suposição"
"eu sou um espião, um velho poltrão","xe manhana, manembûera",6310,"eu sou um espião, um velho covarde"
não serei pecador doravante,na xe rekopoxyî xûé angiréne,6311,não serei pecador doravante
viemos muitos,oroîurusu,6312,viemos muitos
vingo-me deles,aîeepyk anhẽ sesé,6313,vingo-me deles
espinhas do rosto,tobá kuruba,6314,espinhas do rosto
"seu sangue era muito, oprimindo sua alma","sugûy turusu, i 'anga apypyka",6315,"seu sangue era muito, oprimindo sua alma"
"como, então, futuramente, os homens dirão, invocando-o, ao circundarem-nos muitíssimos inimigos?",marã e'ipe irã abá a'ereme tobaîá-katupabẽ o amaneme sekyîabone?,6316,"como, então, futuramente, os homens dirão, invocando-o, ao circundarem-nos muitíssimos inimigos?"
"espera! que venha o maldito, primeiro","enhambé! t'oú-te muru, ranhẽ",6317,"espera! que venha o maldito, primeiro"
eu tenho palavras desatinadas,xe nhe'engetá,6318,eu tenho palavras desatinadas
mas livra-nos do mal!,oré pysyrõ-te mba'eaíba suí,6319,mas livra-nos do mal!
dando para ele alguma semelhante a si,i xupé o apixara amõ me'enga,6320,dando para ele algo semelhante a si
quem foi o que o entregou?,abápe i me'engarama?,6321,quem foi que o entregou?
começando-os logo,taûîé iîypyrunga,6322,começando-os logo
var de chapéu em forma de cogumelo,akangaoburupé,6323,var de chapéu em forma de cogumelo
"eu também os meus parentes trazendo, faço-os dançar comigo",xe abé xe anametá aroporaseî seru,6324,"eu também trago meus parentes, faço-os dançar comigo"
não é longe,n'apûéî,6325,não é longe
"portanto, prendo-te!",irõ oropokosub!,6326,"portanto, prendo você!"
está cheio teu ventre,i por nde rygé,6327,está cheio seu ventre
frustrei-me,xe rambûer,6328,frustrei-me
hei de pescar para ti,t'oroporaká,6329,hei de pescar para você
mandei um homem em busca de pindoba,aîopûaî amõ abá pindoba resé,6330,mandei um homem em busca de pindoba
por isso mesmo eles não se deleitam com as boas coisas,nd'e'i te'e mba'e-katu resé oîekosube'yma,6331,por isso mesmo eles não se deleitam com as coisas boas
"ataca-o, sarauaia!","esepenhan, saraûaî!",6332,"ataca-o, sarauaia!"
nomes de quem são esses?,abá-abá rerape eboinga?,6333,de quem são esses nomes?
característica de homem mau,apŷabaíba rekoaba é,6334,característica de homem mau
confundindo esta aldeia,ikó taba apamonana,6335,confundindo esta aldeia
que olhe para nós o neném compadecedor,t'oma'ẽ îandé resé pitangĩ-moraûsubara,6336,que olhe para nós o neném compadecedor
vai por aí,ebokûé rupi ekûab,6337,vai por aí
seus matadores repartiram-nas uns com os outros,i îukasarama oîmoîa'ok o îoupé,6338,seus matadores repartiram-nas uns com os outros
vivendo como se estivessem unidos,t'oîese'ar-y berame'ĩ oîkóbo,6339,vivendo como se estivessem unidos
mas não tentam esses aprender sempre?,n'osa'angi-te-p'akó nhembo'e ko'arapukuî?,6340,mas não tentam esses aprender sempre?
"para onde meus amigos foram, sem mais?",marãngotype xe îekotyasaba sóû-'ĩ,6341,"para onde meus amigos foram, sem mais?"
jazia ao lado de mim,xe ybyri tuî,6342,jazia ao lado de mim
a ti suspiramos,ndebe oronheangerur,6343,a você suspiramos
arranca a miséria de minha alma para que esteja firme em ti,"eporeaûsubok xe 'anga, t'i pyatã nde resé",6344,arranca a miséria de minha alma para que eu esteja firme em ti
ai! guarda-te de me queimar!,akaî! teumẽ xe rapŷabo!,6345,ai! guarda-te de me queimar!
assim deve ser,emonã ruãpe é,6346,assim deve ser
ai! queima-me deus!,erĩ! xe rapy tupã!,6347,"ai! queima-me, Deus!"
eu tenho terçol,xe ropepirekó,6348,eu tenho terçol
"tu tiveste polução, tendo desejos sensuais?",erenhemoa'ypupukype nde poropotaramo?,6349,"você teve polução, tendo desejos sensuais?"
refletindo sobre suas maldades,onheangerekóbo o angaîpagûera resé,6350,refletindo sobre suas maldades
faz a cruz em nossa testa com ele,asé sybasab i pupé,6351,façam a cruz em nossa testa com ele
eu não sou constante,na xe rekoposyî,6352,eu não sou constante
hei de dar ovas de peixe para ti,t'ame'ẽne pirá ruba endébo,6353,hei de dar ovas de peixe para você
surpreendeu-te deus a deleitar-te com nossas palavras,nde resapy'ari tupã oré nhe'enga morypa,6354,Deus te surpreendeu a se deleitar com nossas palavras
pau do casco,apé-'yba,6355,pau do casco
dou laçadas nela,aîmokusambar,6356,dou laçadas nela
em terra não os mandando transformar,ybyramo i moingoukare'yma,6357,em terra não os mandando transformar
veio das alturas,ybaté suí oú,6358,veio das alturas
ele tem o rosto muito alegre,xe resãî - eu estou alegre sobá-esãîngatu,6359,ele tem o rosto muito alegre
"quando morre seu cônjuge verdadeiro, uma pessoa não pode casar-se com algum irmão ou irmã dele","o me'engabeté re'õneme, abá nd'e'ikatuî omendá i asykûera amõ resé",6360,"quando morre seu cônjuge verdadeiro, uma pessoa não pode se casar com algum irmão ou irmã dele"
remédio de nossos antigos desejos sensuais,moropotaragûera posanga,6361,remédio de nossos antigos desejos sensuais
sede valentes junto de vosso inimigo,peîkoeté pe robaîara pé,6362,sejam valentes junto de seu inimigo
"que nada! vou vencê-los, como sempre",erĩ! aîmoaûîé îandune,6363,"que nada! vou vencê-los, como sempre"
trouxeram pólvora em vão,mokaba ogûeru tenhẽ,6364,trouxeram pólvora em vão
"aproximando-se da morte, suou bastante","te'õ rerobyka, syaî-tekatu",6365,"aproximando-se da morte, suou bastante"
"possivelmente, provavelmente",emonã ipó re'a,6366,"possivelmente, provavelmente"
e porventura na hóstia está jesus cristo?,a'e serãne hóstia pupé îesu cristo rekóû?,6367,e porventura na hóstia está Jesus Cristo?
mas olha primeiro! olha cá!,ema'ẽ-te ranhẽ!,6368,mas olhe primeiro! olhe aqui!
meu parceiro,xe rapixara,6369,meu parceiro
"ide logo daqui, apartando-vos com vosso grande fedor!","pekûá, taûîé, ké suí, pe nemeté rerosyîa!",6370,"vão logo daqui, afastando-se com seu grande fedor!"
já se juntaram a eles muitos moços bebedores de cauim,onheŷnhang umã sesé kunumĩetá kagûara,6371,já se juntaram a eles muitos jovens bebedores de cauim
somente com ele os olhos dos homens se satisfazem no céu,sesé nhõ abá resá apysykamo ybakype,6372,somente com ele os olhos dos homens se satisfazem no céu
mandei um homem ir em busca de palma,aîopûaî amõ abá pindoba resé,6373,mandei um homem ir em busca de palma
esforça-te por causa de deus,enhemopyatã tupã resé,6374,esforce-se por causa de Deus
sou fujão,aîababixûer,6375,sou fujão
"caem, às vezes, os frutos das suas árvores, sendo ainda flores",okuî rakó amũme ybarambûera o 'yba suí ybotyramo oîkóbo bé,6376,"caem, às vezes, os frutos das suas árvores, sendo ainda flores"
para mãe de deus é feita,tupã syrama ri i monhangymbyra,6377,para a mãe de Deus é feita
para mãe de deus é que é feita,tupã syrama ri i monhangymbyra,6378,para a mãe de Deus é que é feita
"tua alma elimina a posse do céu com coisas fétidas e más, borrando-a por causa delas","nde 'anga ybaka rerekoarambûera mba'enẽ-memûã pupé oîmomemûã, sesé i monana",6379,"sua alma elimina a posse do céu com coisas fétidas e más, borrando-a por causa delas"
eu sou sauiaetá famoso é meu nome,ixé saûîaetá serapûã xe renoĩndaba,6380,"eu sou Sauiaetá, famoso é meu nome"
lugar costumeiro de minha pescaria,xe pindaeîtykatyba,6381,lugar costumeiro de minha pescaria
tem tu compaixão de nós durante nossa vida,oré raûsubá îepé oré rekobé pukuî,6382,tenha compaixão de nós durante nossa vida
estava-me agradável meu jogo,i porambyrambyk xe rekó ixébo - são-me agradáveis meus afazeres i porambyrambykĩ xe nhemosaraîa ixébo,6383,estava-me agradável meu jogo
santa maria está supondo a aproximação de seu parto,santa maria o membyrá-kakara omo'ã-mo'ang,6384,Santa Maria está supondo a aproximação de seu parto
"agiste como não devias, certamente",marandé ipó ereîkó,6385,"agiu como não devia, certamente"
furna em penedos ou rochas,itá-kûarusu,6386,furna em penedos ou rochas
pode a gente trocar seu próprio nome?,e'ikatupe asé ogûera rekobîarõmo?,6387,podemos trocar seu próprio nome?
o que não quer ir para onde está o que ele detesta para não o ver,o emiamotare'yma rekoápe osó-potare'ymba'e sepîaka suí,6388,o que não quer ir para onde está o que ele detesta para não o ver
entrando em tua casa,nde rokype oîkébo,6389,entrando em sua casa
"tornaste-te pajé, fazendo sucções?",erenhemopaîépe eposubana?,6390,"você se tornou pajé, fazendo sucções?"
eles bem sabem que não mudarão?,oîkuá-katupe i îekûaboke'ymagûama?,6391,eles sabem que não mudarão?
moro com pedro,kó taba pupé aîkó - moro nesta aldeia aîkó iké xe roka pupé - moro aqui em minha casa aîkó pero irũnamo,6392,moro com Pedro
deveria mandá-lo,aîmondó-monẽmo,6393,deveria mandá-lo
tu tiveste excitação com teu amante?,-nde regûyrõpe nde agûasá resé?,6394,você teve excitação com seu amante?
voltou a vir aonde tinha deixado seus discípulos?,oú-îebype erimba'e o boîá reîasagûerype?,6395,voltou a onde tinha deixado seus discípulos?
cheguei,agûasem,6396,cheguei
passarinho,gûyrá-mirĩ,6397,passarinho
morrendo nós,oromanõmo,6398,morrendo nós
embelezando-te totalmente,opabĩ nde momoranga,6399,embelezando você totalmente
desejando ardentemente ver tua face,nde robá repîaka'upa,6400,desejando ardentemente ver seu rosto
tremeram após te matarem,oryryî nde îuká ré,6401,tremeram após matarem você
porca fêmea,taîasu-kunhã,6402,porca fêmea
"ah, que velhaco!",angaîpaba maniîabo mã!,6403,"ah, que velhaco!"
"o mais cedo possível, em um momento",korite'ĩ-aíb-eté,6404,"o mais cedo possível, em um momento"
enfeitei-me,anhemongatyrõ,6405,me enfeitei
querendo revirar minha casa,xe roka pobu-potá,6406,querendo revirar minha casa
apodreci,atuîuk,6407,apodreci
desembarcando seu senhor na própria cachoeira,o îara opeá ytupe é,6408,desembarcando seu senhor na própria cachoeira
"arrepender-nos-emos, de coração, dos maus procedimentos",îaîmoasy marãtekoagûera îandé py'a suíne,6409,"nos arrependeremos, de coração, dos maus procedimentos"
"são muito molestos, certamente, quando a lua está escura, os tropeços de nossa caminhada","iîabaíb-eté nhẽ rakó îasy putuneme, asé atá mysakanga",6410,"são muito molestos, certamente, quando a lua está escura, os tropeços de nossa caminhada"
eu estou descoroçoado,xe akangûyr,6411,estou descoroçoado
sempre atam as mãos dos diabos quando querem em vós suas presas,memẽ anhanga popûari pe ri sembiá-potasápe,6412,sempre atam as mãos dos diabos quando querem em vocês suas presas
"por sua vontade é que ele se entregou aos seus adversários, não resistindo?",o emimotarybo épe erimba'e i nheme'engi og upîarama pé onherane'yma?,6413,"por sua vontade é que ele se entregou aos seus adversários, não resistindo?"
"nessa igreja maria cresceu e, após a maturidade dela, deus entregou-a a são josé","kó tupãoka pupé maria kakuabi, i aûîé ré é tupã i me'engi são josé pé",6414,"nessa igreja Maria cresceu e, após a maturidade dela, Deus entregou-a a São José"
"vem, coisa fedorenta, coisa nojenta!","eîori, mba'enem, mba'e-poxy!",6415,"vem, coisa fedorenta, coisa nojenta!"
"antigamente, após a criação do mundo",raka'e 'ara nhemonhang'iré,6416,"antigamente, após a criação do mundo"
"ah, oxalá ele viesse!",marãîasûaramo turi mã!,6417,"ah, oxalá ele viesse!"
fiz-lhe uma gaiola,asuru-monhang,6418,fiz uma gaiola para ele
por acaso ele teve seu intestino caído totalmente pelo lugar em que se rasgou sua cintura?,opakatu serã sygeapûá-kuîamo i ku'a sorokaba rupi?,6419,por acaso ele teve seu intestino caído totalmente pelo lugar em que se rasgou a cintura?
minha morte não há de ser ainda,nd'e'i ipó xe re'õnama ranhẽ re'a,6420,minha morte não há de ser ainda
uma coisa amarga misturaram com vinagre,mba'e-py'aûpîara kaûĩaîasy resé i monani,6421,misturaram uma coisa amarga com vinagre
